Country Name,Country Code,ID,Year,GDP,Pop,Host,Soviet,Investment in Non-Financial Assets,Political_Stability,Round
Spain,ESP,12,2004,1069055675274,42921895,0,0,11965000000,-0.0880503,1
Spain,ESP,12,2005,1153715822718,43653155,0,0,12256000000,0.195214,1
Spain,ESP,12,2006,1260398977832,44397319,0,0,13251000000,-0.150258,1
Spain,ESP,12,2007,1474002579820,45226803,0,0,15074000000,-0.275348,1
Spain,ESP,12,2008,1631863493552,45954106,0,0,16691000000,-0.380849,1
Spain,ESP,12,2009,1491472923707,46362946,0,0,16291000000,-0.473777,1
Spain,ESP,12,2010,1422108199783,46576897,0,0,15306000000,-0.318044,1
Spain,ESP,12,2011,1480710495710,46742697,0,0,13136000000,0.0211045,1
Spain,ESP,12,2012,1324750738725,46773055,0,0,9446000000,-0.0295164,1
Spain,ESP,12,2013,1355579535913,46620045,0,0,7721000000,0.0120178,1
Spain,ESP,12,2014,1371820537889,46480882,0,0,6880000000,0.243122,1
Spain,ESP,12,2015,1196156971280,46444832,0,0,8152000000,0.251491,1
Spain,ESP,12,2016,1233554967012,46484062,0,0,6966000000,0.413188,1
Spain,ESP,12,2017,1313245330198,46593236,0,0,,0.282796,1
Spain,ESP,12,2018,1421702715218,46797754,0,0,,0.254802,1
Spain,ESP,12,2019,1394320055129,47134837,0,0,,,1
Spain,ESP,12,2020,1276962685648,47365655,0,0,,,1
Spain,ESP,12,2021,1427380681295,47415750,0,0,,,1
United Kingdom,GBR,13,1974,206131369799,56229974,0,0,970000000,,0
United Kingdom,GBR,13,1975,241756637168,56225800,0,0,1239000000,,0
United Kingdom,GBR,13,1976,232614555256,56211968,0,0,1405000000,,0
United Kingdom,GBR,13,1977,263066457352,56193492,0,0,1344000000,,0
United Kingdom,GBR,13,1978,335883029722,56196504,0,0,1321000000,,0
United Kingdom,GBR,13,1979,438994070309,56246951,0,0,1528000000,,0
United Kingdom,GBR,13,1980,564947710899,56314216,0,0,1804000000,,0
United Kingdom,GBR,13,1981,540765675241,56333829,0,0,1801000000,,0
United Kingdom,GBR,13,1982,515048916841,56313641,0,0,2312000000,,0
United Kingdom,GBR,13,1983,489618008186,56332848,0,0,2841000000,,0
United Kingdom,GBR,13,1984,461487097632,56422072,0,0,2613000000,,0
United Kingdom,GBR,13,1985,489285164271,56550268,0,0,3716000000,,0
United Kingdom,GBR,13,1986,601452653181,56681396,0,0,3403000000,,0
United Kingdom,GBR,13,1987,745162608269,56802050,0,0,3992000000,,0
United Kingdom,GBR,13,1988,910122732124,56928327,0,0,4297000000,,0
United Kingdom,GBR,13,1989,926884816754,57076711,0,0,5709000000,,0
United Kingdom,GBR,13,1990,1093169389205,57247586,0,0,7515000000,,0
United Kingdom,GBR,13,1991,1142797178131,57424897,0,0,8281000000,,0
United Kingdom,GBR,13,1992,1179659529660,57580402,0,0,8055000000,,0
United Kingdom,GBR,13,1993,1061388722256,57718614,0,0,7595000000,,0
United Kingdom,GBR,13,1994,1140489745944,57865745,0,0,7189000000,,0
United Kingdom,GBR,13,1995,1346184314344,58019030,0,0,13185000000,,0
United Kingdom,GBR,13,1996,1421619344774,58166950,0,0,11598000000,0.981751,0
United Kingdom,GBR,13,1997,1561807465619,58316954,0,0,11057000000,,0
United Kingdom,GBR,13,1998,1655061278569,58487141,0,0,11850000000,0.930346,0
United Kingdom,GBR,13,1999,1689289758939,58682466,0,0,12134000000,,0
United Kingdom,GBR,13,2000,1666126494175,58892514,0,0,6780000000,1.03529,0
United Kingdom,GBR,13,2001,1648658413704,59119673,0,0,12321000000,,0
United Kingdom,GBR,13,2002,1785843824940,59370479,0,0,12641000000,0.679082,0
United Kingdom,GBR,13,2003,2056612244898,59647577,0,0,14017000000,0.272854,0
United Kingdom,GBR,13,2004,2422958623215,59987905,0,0,19344000000,0.142572,0
United Kingdom,GBR,13,2005,2544805454545,60401206,0,0,28981000000,0.126741,0
United Kingdom,GBR,13,2006,2709911683533,60846820,0,0,23017000000,0.66918,0
United Kingdom,GBR,13,2007,3092821128451,61322463,0,0,22697000000,0.575391,0
United Kingdom,GBR,13,2008,2931501838235,61806995,0,0,29535000000,0.494694,0
United Kingdom,GBR,13,2009,2417638261411,62276270,0,0,31415000000,0.121583,0
United Kingdom,GBR,13,2010,2491397494468,62766365,0,0,31287000000,0.411818,0
United Kingdom,GBR,13,2011,2666403005061,63258810,0,0,28902000000,0.351708,0
United Kingdom,GBR,13,2012,2706340967031,63700215,1,0,27947000000,0.402271,1
United Kingdom,GBR,13,2013,2786315215250,64128273,0,0,28461000000,0.486201,1
United Kingdom,GBR,13,2014,3065223279584,64602298,0,0,32415000000,0.415348,1
United Kingdom,GBR,13,2015,2934857946213,65116219,0,0,31985000000,0.517748,1
United Kingdom,GBR,13,2016,2699659680997,65611593,0,0,31753000000,0.360454,1
United Kingdom,GBR,13,2017,2683399006716,66058859,0,0,,0.331547,1
United Kingdom,GBR,13,2018,2878152147316,66460344,0,0,,0.0487175,1
United Kingdom,GBR,13,2019,2857057847953,66836327,0,0,,,1
United Kingdom,GBR,13,2020,2704609160088,67081000,0,0,,,1
United Kingdom,GBR,13,2021,3131377762926,67326569,0,0,,,1
United States,USA,14,1974,1545243000000,213854000,0,0,2850000000,,0
United States,USA,14,1975,1684904000000,215973000,0,0,3990000000,,0
United States,USA,14,1976,1873412000000,218035000,0,0,5170000000,,0
United States,USA,14,1977,2081826000000,220239000,0,0,5970000000,,0
United States,USA,14,1978,2351599000000,222585000,0,0,7860000000,,0
United States,USA,14,1979,2627333000000,225055000,0,0,9000000000,,0
United States,USA,14,1980,2857307000000,227225000,0,0,9430000000,,0
United States,USA,14,1981,3207041000000,229466000,0,0,13910000000,,0
United States,USA,14,1982,3343789000000,231664000,0,0,13460000000,,0
United States,USA,14,1983,3634038000000,233792000,0,0,13820000000,,0
United States,USA,14,1984,4037613000000,235825000,1,0,14820000000,,1
United States,USA,14,1985,4338979000000,237924000,0,0,14900000000,,1
United States,USA,14,1986,4579631000000,240133000,0,0,14320000000,,1
United States,USA,14,1987,4855215000000,242289000,0,0,16190000000,,1
United States,USA,14,1988,5236438000000,244499000,0,0,17450000000,,1
United States,USA,14,1989,5641580000000,246819000,0,0,17440000000,,1
United States,USA,14,1990,5963144000000,249623000,0,0,18690000000,,1
United States,USA,14,1991,6158129000000,252981000,0,0,19580000000,,1
United States,USA,14,1992,6520327000000,256514000,0,0,21440000000,,1
United States,USA,14,1993,6858559000000,259919000,0,0,22310000000,,1
United States,USA,14,1994,7287236000000,263126000,0,0,23090000000,,1
United States,USA,14,1995,7639749000000,266278000,0,0,17280000000,,1
United States,USA,14,1996,8073122000000,269394000,1,0,26450000000,0.935775,1
United States,USA,14,1997,8577554457000,272657000,0,0,22070000000,,1
United States,USA,14,1998,9062818202000,275854000,0,0,27800000000,0.879811,1
United States,USA,14,1999,9631174489000,279040000,0,0,37650000000,,1
United States,USA,14,2000,10250947997000,282162411,0,0,42650000000,1.08451,1
United States,USA,14,2001,10581929774000,284968955,0,0,157022000000,,1
United States,USA,14,2002,10929112955000,287625193,0,0,174940000000,0.287509,1
United States,USA,14,2003,11456442041000,290107933,0,0,189971000000,0.0812887,1
United States,USA,14,2004,12217193198000,292805298,0,0,203889000000,-0.231348,1
United States,USA,14,2005,13039199193000,295516599,0,0,213592000000,-0.0586535,1
United States,USA,14,2006,13815586948000,298379912,0,0,216471000000,0.493943,1
United States,USA,14,2007,14474226905000,301231207,0,0,240953000000,0.37573,1
United States,USA,14,2008,14769857911000,304093966,0,0,247737000000,0.585224,1
United States,USA,14,2009,14478064934000,306771529,0,0,268288000000,0.44843,1
United States,USA,14,2010,15048964444000,309327143,0,0,290479000000,0.438404,1
United States,USA,14,2011,15599728123000,311583481,0,0,284627000000,0.591247,1
United States,USA,14,2012,16253972230000,313877662,0,0,273585000000,0.632442,1
United States,USA,14,2013,16843190993000,316059947,0,0,256856000000,0.643073,1
United States,USA,14,2014,17550680174000,318386329,0,0,251056000000,0.58242,1
United States,USA,14,2015,18206020741000,320738994,0,0,223701000000,0.678062,1
United States,USA,14,2016,18695110842000,323071755,0,0,248569000000,0.402303,1
United States,USA,14,2017,19477336549000,325122128,0,0,,0.335553,1
United States,USA,14,2018,20533057312000,326838199,0,0,,0.477461,1
United States,USA,14,2019,21380976119000,328329953,0,0,,,1
United States,USA,14,2020,21060473613000,331501080,0,0,,,1
United States,USA,14,2021,23315080560000,331893745,0,0,,,1
