Country Name,Country Code,ID,Year,GDP,Pop,Host,Soviet,Investment in Non-Financial Assets,Political_Stability,Round,Unemployment Rate
Turkiye,TUR,18,2008,770462156204,71320726,0,0,19238658572,-0.82357,0,9.710000038
Turkiye,TUR,18,2009,649272568774,72225639,0,0,18984062666,-1.03184,0,12.55000019
Turkiye,TUR,18,2010,776992599947,73195345,0,0,22177440575,-0.915285,0,10.65999985
Turkiye,TUR,18,2011,838762755164,74173854,0,0,24717863793,-0.959997,0,8.800000191
Turkiye,TUR,18,2012,880556375780,75277439,0,0,31294108089,-1.22053,0,8.149999619
Turkiye,TUR,18,2013,957783020853,76576117,0,0,26923379870,-1.24993,0,8.729999542
Turkiye,TUR,18,2014,938952628604,78112073,0,0,33647399002,-1.08604,0,9.880000114
Turkiye,TUR,18,2015,864316670331,79646178,0,0,52776093909,-1.49391,0,10.23999977
Turkiye,TUR,18,2016,869692960366,81019394,0,0,115370697454,-2.00906,0,10.84000015
Turkiye,TUR,18,2017,858996263096,82089826,0,0,,-1.78822,0,10.81999969
Turkiye,TUR,18,2018,778471900961,82809304,0,0,,-1.32878,0,10.89000034
Turkiye,TUR,18,2019,759937390497,83481684,0,0,,,0,13.67000008
Turkiye,TUR,18,2020,720289368333,84135428,0,0,,,0,13.10999966
